animal_type,complaint_type,suburb,year_quarter,animal,complaint
Dog,Private Impound,Kirwan,2020.2,Dog,Private Impound
Dog,Aggressive Animal,Mount Louisa,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Mount Louisa,2020.2,Dog,Aggressive Animal
Dog,Enclosure,Mount Louisa,2020.2,Dog,Enclosure
Dog,Enclosure,Mount Louisa,2020.2,Dog,Enclosure
Dog,Noise,Mount Louisa,2020.2,Dog,Noise
Dog,Noise,Mount Louisa,2020.2,Dog,Noise
Dog,Noise,Mount Louisa,2020.2,Dog,Noise
Dog,Noise,Mount Louisa,2020.2,Dog,Noise
Dog,Noise,Mount Louisa,2020.2,Dog,Noise
Dog,Private Impound,Mount Louisa,2020.2,Dog,Private Impound
Dog,Aggressive Animal,Aitkenvale,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Aitkenvale,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Aitkenvale,2020.2,Dog,Aggressive Animal
Dog,Attack,Aitkenvale,2020.2,Dog,Attack
Dog,Enclosure,Aitkenvale,2020.2,Dog,Enclosure
Dog,Enclosure,Aitkenvale,2020.2,Dog,Enclosure
Dog,Noise,Aitkenvale,2020.2,Dog,Noise
Dog,Noise,Aitkenvale,2020.2,Dog,Noise
Dog,Noise,Aitkenvale,2020.2,Dog,Noise
Dog,Noise,Aitkenvale,2020.2,Dog,Noise
Dog,Noise,Aitkenvale,2020.2,Dog,Noise
Dog,Noise,Aitkenvale,2020.2,Dog,Noise
Dog,Noise,Aitkenvale,2020.2,Dog,Noise
Dog,Noise,Aitkenvale,2020.2,Dog,Noise
Cat,Private Impound,Aitkenvale,2020.2,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2020.2,Cat,Private Impound
Dog,Wandering,Aitkenvale,2020.2,Dog,Wandering
Dog,Wandering,Aitkenvale,2020.2,Dog,Wandering
Dog,Aggressive Animal,Cranbrook,2020.2,Dog,Aggressive Animal
Cat,Enclosure,Cranbrook,2020.2,Cat,Enclosure
Dog,Enclosure,Cranbrook,2020.2,Dog,Enclosure
Dog,Enclosure,Cranbrook,2020.2,Dog,Enclosure
Dog,Enclosure,Cranbrook,2020.2,Dog,Enclosure
Dog,Enclosure,Cranbrook,2020.2,Dog,Enclosure
Dog,Noise,Cranbrook,2020.2,Dog,Noise
Dog,Noise,Cranbrook,2020.2,Dog,Noise
Dog,Noise,Cranbrook,2020.2,Dog,Noise
Dog,Noise,Cranbrook,2020.2,Dog,Noise
Dog,Enclosure,Currajong,2020.2,Dog,Enclosure
Dog,Noise,Currajong,2020.2,Dog,Noise
Cat,Private Impound,Currajong,2020.2,Cat,Private Impound
Cat,Private Impound,Currajong,2020.2,Cat,Private Impound
Cat,Private Impound,Currajong,2020.2,Cat,Private Impound
Cat,Private Impound,Currajong,2020.2,Cat,Private Impound
Dog,Private Impound,Currajong,2020.2,Dog,Private Impound
Dog,Private Impound,Currajong,2020.2,Dog,Private Impound
Dog,Private Impound,Currajong,2020.2,Dog,Private Impound
Dog,Private Impound,Currajong,2020.2,Dog,Private Impound
Dog,Private Impound,Currajong,2020.2,Dog,Private Impound
Dog,Attack,Gulliver,2020.2,Dog,Attack
Cat,Enclosure,Gulliver,2020.2,Cat,Enclosure
Dog,Enclosure,Gulliver,2020.2,Dog,Enclosure
Dog,Enclosure,Gulliver,2020.2,Dog,Enclosure
Dog,Enclosure,Gulliver,2020.2,Dog,Enclosure
Dog,Enclosure,Gulliver,2020.2,Dog,Enclosure
Dog,Enclosure,Gulliver,2020.2,Dog,Enclosure
Dog,Enclosure,Gulliver,2020.2,Dog,Enclosure
Dog,Noise,Gulliver,2020.2,Dog,Noise
Dog,Noise,Gulliver,2020.2,Dog,Noise
Dog,Private Impound,Gulliver,2020.2,Dog,Private Impound
Dog,Attack,Mundingburra,2020.2,Dog,Attack
Dog,Enclosure,Mundingburra,2020.2,Dog,Enclosure
Dog,Noise,Mundingburra,2020.2,Dog,Noise
Dog,Private Impound,Mundingburra,2020.2,Dog,Private Impound
Dog,Aggressive Animal,Vincent,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Vincent,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Vincent,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Vincent,2020.2,Dog,Aggressive Animal
Dog,Attack,Vincent,2020.2,Dog,Attack
Dog,Attack,Vincent,2020.2,Dog,Attack
Dog,Enclosure,Vincent,2020.2,Dog,Enclosure
Dog,Enclosure,Vincent,2020.2,Dog,Enclosure
Dog,Enclosure,Vincent,2020.2,Dog,Enclosure
Dog,Enclosure,Vincent,2020.2,Dog,Enclosure
Dog,Enclosure,Vincent,2020.2,Dog,Enclosure
Dog,Enclosure,Vincent,2020.2,Dog,Enclosure
Dog,Enclosure,Vincent,2020.2,Dog,Enclosure
Dog,Enclosure,Vincent,2020.2,Dog,Enclosure
Dog,Enclosure,Vincent,2020.2,Dog,Enclosure
Dog,Enclosure,Vincent,2020.2,Dog,Enclosure
Dog,Noise,Vincent,2020.2,Dog,Noise
Dog,Noise,Vincent,2020.2,Dog,Noise
Dog,Noise,Vincent,2020.2,Dog,Noise
Dog,Private Impound,Vincent,2020.2,Dog,Private Impound
Dog,Private Impound,Vincent,2020.2,Dog,Private Impound
Dog,Wandering,Vincent,2020.2,Dog,Wandering
Dog,Wandering,Vincent,2020.2,Dog,Wandering
Dog,Wandering,Vincent,2020.2,Dog,Wandering
Dog,Wandering,Currajong,2020.2,Dog,Wandering
Dog,Aggressive Animal,Hermit Park,2020.2,Dog,Aggressive Animal
Cat,Enclosure,Hermit Park,2020.2,Cat,Enclosure
Dog,Enclosure,Hermit Park,2020.2,Dog,Enclosure
Dog,Enclosure,Hermit Park,2020.2,Dog,Enclosure
Dog,Noise,Hermit Park,2020.2,Dog,Noise
Dog,Noise,Hermit Park,2020.2,Dog,Noise
Dog,Wandering,Hermit Park,2020.2,Dog,Wandering
Dog,Aggressive Animal,Hyde Park,2020.2,Dog,Aggressive Animal
Dog,Attack,Hyde Park,2020.2,Dog,Attack
Cat,Private Impound,Hyde Park,2020.2,Cat,Private Impound
Cat,Private Impound,Hyde Park,2020.2,Cat,Private Impound
Cat,Private Impound,Hyde Park,2020.2,Cat,Private Impound
Dog,Private Impound,Hyde Park,2020.2,Dog,Private Impound
Dog,Aggressive Animal,Mundingburra,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Mundingburra,2020.2,Dog,Aggressive Animal
Dog,Enclosure,Mundingburra,2020.2,Dog,Enclosure
Dog,Wandering,Mundingburra,2020.2,Dog,Wandering
Cat,Private Impound,Mysterton,2020.2,Cat,Private Impound
Dog,Private Impound,Mysterton,2020.2,Dog,Private Impound
Dog,Private Impound,Mysterton,2020.2,Dog,Private Impound
Dog,Noise,Pimlico,2020.2,Dog,Noise
Dog,Noise,Pimlico,2020.2,Dog,Noise
Dog,Noise,Pimlico,2020.2,Dog,Noise
Dog,Noise,Pimlico,2020.2,Dog,Noise
Dog,Aggressive Animal,Railway Estate,2020.2,Dog,Aggressive Animal
Dog,Enclosure,Railway Estate,2020.2,Dog,Enclosure
Cat,Private Impound,Railway Estate,2020.2,Cat,Private Impound
Cat,Private Impound,Railway Estate,2020.2,Cat,Private Impound
Dog,Private Impound,Railway Estate,2020.2,Dog,Private Impound
Dog,Wandering,Railway Estate,2020.2,Dog,Wandering
Dog,Enclosure,Rosslea,2020.2,Dog,Enclosure
Dog,Noise,Rosslea,2020.2,Dog,Noise
Dog,Private Impound,Rosslea,2020.2,Dog,Private Impound
Cat,Private Impound,Townsville City,2020.2,Cat,Private Impound
Dog,Private Impound,Townsville City,2020.2,Dog,Private Impound
Cat,Enclosure,West End,2020.2,Cat,Enclosure
Dog,Enclosure,West End,2020.2,Dog,Enclosure
Dog,Noise,West End,2020.2,Dog,Noise
Dog,Noise,West End,2020.2,Dog,Noise
Dog,Noise,West End,2020.2,Dog,Noise
Dog,Private Impound,West End,2020.2,Dog,Private Impound
Dog,Wandering,West End,2020.2,Dog,Wandering
Dog,Wandering,West End,2020.2,Dog,Wandering
Dog,Aggressive Animal,Condon,2020.2,Dog,Aggressive Animal
Dog,Wandering,Condon,2020.2,Dog,Wandering
Dog,Wandering,Condon,2020.2,Dog,Wandering
Dog,Wandering,Cranbrook,2020.2,Dog,Wandering
Dog,Wandering,Cranbrook,2020.2,Dog,Wandering
Dog,Attack,Kirwan,2020.2,Dog,Attack
Dog,Wandering,Kirwan,2020.2,Dog,Wandering
Dog,Wandering,Kirwan,2020.2,Dog,Wandering
Dog,Wandering,Kirwan,2020.2,Dog,Wandering
Dog,Aggressive Animal,Mount Louisa,2020.2,Dog,Aggressive Animal
Dog,Wandering,Railway Estate,2020.2,Dog,Wandering
Dog,Wandering,Townsville City,2020.2,Dog,Wandering
Dog,Attack,Unallocated,2020.2,Dog,Attack
Dog,Wandering,Unallocated,2020.2,Dog,Wandering
Dog,Wandering,Unallocated,2020.2,Dog,Wandering
Dog,Wandering,Unallocated,2020.2,Dog,Wandering
Dog,Aggressive Animal,Alice River,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Alice River,2020.2,Dog,Aggressive Animal
Dog,Attack,Alice River,2020.2,Dog,Attack
Dog,Enclosure,Alice River,2020.2,Dog,Enclosure
Dog,Enclosure,Alice River,2020.2,Dog,Enclosure
Dog,Noise,Alice River,2020.2,Dog,Noise
Dog,Wandering,Alice River,2020.2,Dog,Wandering
Dog,Attack,Balgal Beach,2020.2,Dog,Attack
Dog,Attack,Balgal Beach,2020.2,Dog,Attack
Dog,Aggressive Animal,Black River,2020.2,Dog,Aggressive Animal
Dog,Noise,Black River,2020.2,Dog,Noise
Dog,Wandering,Bluewater,2020.2,Dog,Wandering
Cat,Private Impound,Bluewater Park,2020.2,Cat,Private Impound
Dog,Noise,Bohle Plains,2020.2,Dog,Noise
Dog,Noise,Bohle Plains,2020.2,Dog,Noise
Cat,Private Impound,Bohle Plains,2020.2,Cat,Private Impound
Cat,Private Impound,Bohle Plains,2020.2,Cat,Private Impound
Dog,Aggressive Animal,Deeragun,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Deeragun,2020.2,Dog,Aggressive Animal
Dog,Enclosure,Deeragun,2020.2,Dog,Enclosure
Dog,Enclosure,Deeragun,2020.2,Dog,Enclosure
Dog,Enclosure,Deeragun,2020.2,Dog,Enclosure
Dog,Enclosure,Deeragun,2020.2,Dog,Enclosure
Dog,Enclosure,Deeragun,2020.2,Dog,Enclosure
Dog,Noise,Deeragun,2020.2,Dog,Noise
Dog,Noise,Deeragun,2020.2,Dog,Noise
Dog,Noise,Deeragun,2020.2,Dog,Noise
Dog,Noise,Deeragun,2020.2,Dog,Noise
Dog,Noise,Deeragun,2020.2,Dog,Noise
Cat,Private Impound,Deeragun,2020.2,Cat,Private Impound
Cat,Private Impound,Deeragun,2020.2,Cat,Private Impound
Dog,Private Impound,Deeragun,2020.2,Dog,Private Impound
Dog,Private Impound,Deeragun,2020.2,Dog,Private Impound
Dog,Private Impound,Deeragun,2020.2,Dog,Private Impound
Dog,Wandering,Deeragun,2020.2,Dog,Wandering
Dog,Wandering,Deeragun,2020.2,Dog,Wandering
Dog,Wandering,Deeragun,2020.2,Dog,Wandering
Dog,Wandering,Deeragun,2020.2,Dog,Wandering
Dog,Aggressive Animal,Jensen,2020.2,Dog,Aggressive Animal
Dog,Attack,Jensen,2020.2,Dog,Attack
Dog,Enclosure,Jensen,2020.2,Dog,Enclosure
Dog,Enclosure,Jensen,2020.2,Dog,Enclosure
Dog,Private Impound,Jensen,2020.2,Dog,Private Impound
Dog,Attack,Rangewood,2020.2,Dog,Attack
Dog,Noise,Shaw,2020.2,Dog,Noise
Dog,Noise,Shaw,2020.2,Dog,Noise
Dog,Attack,Toolakea,2020.2,Dog,Attack
Dog,Aggressive Animal,Yabulu,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Yabulu,2020.2,Dog,Aggressive Animal
Dog,Attack,Yabulu,2020.2,Dog,Attack
Dog,Enclosure,Yabulu,2020.2,Dog,Enclosure
Dog,Wandering,Yabulu,2020.2,Dog,Wandering
Dog,Wandering,Yabulu,2020.2,Dog,Wandering
Dog,Aggressive Animal,Alligator Creek,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Alligator Creek,2020.2,Dog,Aggressive Animal
Dog,Attack,Alligator Creek,2020.2,Dog,Attack
Dog,Enclosure,Alligator Creek,2020.2,Dog,Enclosure
Dog,Aggressive Animal,Cluden,2020.2,Dog,Aggressive Animal
Dog,Enclosure,Cluden,2020.2,Dog,Enclosure
Dog,Noise,Cluden,2020.2,Dog,Noise
Dog,Private Impound,Cluden,2020.2,Dog,Private Impound
Dog,Aggressive Animal,Idalia,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Idalia,2020.2,Dog,Aggressive Animal
Dog,Enclosure,Idalia,2020.2,Dog,Enclosure
Dog,Noise,Idalia,2020.2,Dog,Noise
Dog,Noise,Idalia,2020.2,Dog,Noise
Cat,Private Impound,Idalia,2020.2,Cat,Private Impound
Cat,Private Impound,Idalia,2020.2,Cat,Private Impound
Cat,Private Impound,Idalia,2020.2,Cat,Private Impound
Cat,Private Impound,Idalia,2020.2,Cat,Private Impound
Cat,Private Impound,Idalia,2020.2,Cat,Private Impound
Dog,Private Impound,Idalia,2020.2,Dog,Private Impound
Dog,Private Impound,Idalia,2020.2,Dog,Private Impound
Dog,Wandering,Idalia,2020.2,Dog,Wandering
Dog,Wandering,Idalia,2020.2,Dog,Wandering
Dog,Attack,Nome,2020.2,Dog,Attack
Dog,Attack,Nome,2020.2,Dog,Attack
Dog,Wandering,Oak Valley,2020.2,Dog,Wandering
Dog,Attack,Oonoonba,2020.2,Dog,Attack
Dog,Attack,Oonoonba,2020.2,Dog,Attack
Dog,Enclosure,Oonoonba,2020.2,Dog,Enclosure
Dog,Enclosure,Oonoonba,2020.2,Dog,Enclosure
Dog,Noise,Oonoonba,2020.2,Dog,Noise
Cat,Private Impound,Oonoonba,2020.2,Cat,Private Impound
Dog,Private Impound,Oonoonba,2020.2,Dog,Private Impound
Dog,Wandering,Oonoonba,2020.2,Dog,Wandering
Dog,Wandering,Oonoonba,2020.2,Dog,Wandering
Dog,Aggressive Animal,Railway Estate,2020.2,Dog,Aggressive Animal
Dog,Attack,Railway Estate,2020.2,Dog,Attack
Dog,Attack,Railway Estate,2020.2,Dog,Attack
Dog,Attack,Railway Estate,2020.2,Dog,Attack
Dog,Enclosure,Railway Estate,2020.2,Dog,Enclosure
Dog,Noise,Railway Estate,2020.2,Dog,Noise
Dog,Private Impound,Railway Estate,2020.2,Dog,Private Impound
Dog,Enclosure,Stuart,2020.2,Dog,Enclosure
Dog,Private Impound,Stuart,2020.2,Dog,Private Impound
Dog,Aggressive Animal,Wulguru,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Wulguru,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Wulguru,2020.2,Dog,Aggressive Animal
Dog,Attack,Wulguru,2020.2,Dog,Attack
Dog,Attack,Wulguru,2020.2,Dog,Attack
Dog,Attack,Wulguru,2020.2,Dog,Attack
Dog,Enclosure,Wulguru,2020.2,Dog,Enclosure
Dog,Enclosure,Wulguru,2020.2,Dog,Enclosure
Dog,Enclosure,Wulguru,2020.2,Dog,Enclosure
Dog,Enclosure,Wulguru,2020.2,Dog,Enclosure
Dog,Noise,Wulguru,2020.2,Dog,Noise
Cat,Private Impound,Wulguru,2020.2,Cat,Private Impound
Dog,Private Impound,Wulguru,2020.2,Dog,Private Impound
Dog,Private Impound,Wulguru,2020.2,Dog,Private Impound
Dog,Private Impound,Wulguru,2020.2,Dog,Private Impound
Dog,Wandering,Wulguru,2020.2,Dog,Wandering
Dog,Wandering,Wulguru,2020.2,Dog,Wandering
Dog,Attack,Black River,2020.2,Dog,Attack
Dog,Wandering,Black River,2020.2,Dog,Wandering
Dog,Aggressive Animal,Burdell,2020.2,Dog,Aggressive Animal
Dog,Attack,Burdell,2020.2,Dog,Attack
Dog,Attack,Burdell,2020.2,Dog,Attack
Dog,Noise,Burdell,2020.2,Dog,Noise
Dog,Noise,Burdell,2020.2,Dog,Noise
Dog,Noise,Burdell,2020.2,Dog,Noise
Dog,Noise,Burdell,2020.2,Dog,Noise
Dog,Private Impound,Burdell,2020.2,Dog,Private Impound
Dog,Private Impound,Burdell,2020.2,Dog,Private Impound
Dog,Aggressive Animal,Bushland Beach,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Bushland Beach,2020.2,Dog,Aggressive Animal
Dog,Attack,Bushland Beach,2020.2,Dog,Attack
Dog,Enclosure,Bushland Beach,2020.2,Dog,Enclosure
Dog,Enclosure,Bushland Beach,2020.2,Dog,Enclosure
Dog,Noise,Bushland Beach,2020.2,Dog,Noise
Dog,Noise,Bushland Beach,2020.2,Dog,Noise
Dog,Noise,Bushland Beach,2020.2,Dog,Noise
Dog,Noise,Bushland Beach,2020.2,Dog,Noise
Dog,Noise,Bushland Beach,2020.2,Dog,Noise
Dog,Noise,Bushland Beach,2020.2,Dog,Noise
Dog,Noise,Bushland Beach,2020.2,Dog,Noise
Dog,Noise,Bushland Beach,2020.2,Dog,Noise
Dog,Noise,Bushland Beach,2020.2,Dog,Noise
Dog,Private Impound,Bushland Beach,2020.2,Dog,Private Impound
Dog,Wandering,Bushland Beach,2020.2,Dog,Wandering
Dog,Aggressive Animal,Mount Low,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Mount Low,2020.2,Dog,Aggressive Animal
Dog,Attack,Mount Low,2020.2,Dog,Attack
Cat,Enclosure,Mount Low,2020.2,Cat,Enclosure
Dog,Noise,Mount Low,2020.2,Dog,Noise
Dog,Noise,Mount Low,2020.2,Dog,Noise
Dog,Noise,Mount Low,2020.2,Dog,Noise
Dog,Noise,Mount Low,2020.2,Dog,Noise
Dog,Noise,Mount Low,2020.2,Dog,Noise
Dog,Enclosure,Saunders Beach,2020.2,Dog,Enclosure
Dog,Attack,Arcadia,2020.2,Dog,Attack
Dog,Attack,Belgian Gardens,2020.2,Dog,Attack
Dog,Enclosure,Belgian Gardens,2020.2,Dog,Enclosure
Dog,Noise,Belgian Gardens,2020.2,Dog,Noise
Cat,Private Impound,Belgian Gardens,2020.2,Cat,Private Impound
Cat,Private Impound,Belgian Gardens,2020.2,Cat,Private Impound
Dog,Aggressive Animal,Bohle,2020.2,Dog,Aggressive Animal
Dog,Enclosure,Bohle,2020.2,Dog,Enclosure
Cat,Private Impound,Bohle,2020.2,Cat,Private Impound
Dog,Aggressive Animal,Castle Hill,2020.2,Dog,Aggressive Animal
Dog,Noise,Castle Hill,2020.2,Dog,Noise
Dog,Aggressive Animal,Garbutt,2020.2,Dog,Aggressive Animal
Dog,Attack,Garbutt,2020.2,Dog,Attack
Dog,Attack,Garbutt,2020.2,Dog,Attack
Dog,Enclosure,Garbutt,2020.2,Dog,Enclosure
Dog,Enclosure,Garbutt,2020.2,Dog,Enclosure
Dog,Noise,Garbutt,2020.2,Dog,Noise
Dog,Noise,Garbutt,2020.2,Dog,Noise
Dog,Noise,Garbutt,2020.2,Dog,Noise
Dog,Wandering,Garbutt,2020.2,Dog,Wandering
Dog,Wandering,Garbutt,2020.2,Dog,Wandering
Dog,Noise,Horseshoe Bay,2020.2,Dog,Noise
Dog,Enclosure,Nelly Bay,2020.2,Dog,Enclosure
Dog,Enclosure,Nelly Bay,2020.2,Dog,Enclosure
Dog,Aggressive Animal,North Ward,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,North Ward,2020.2,Dog,Aggressive Animal
Cat,Private Impound,North Ward,2020.2,Cat,Private Impound
Dog,Wandering,North Ward,2020.2,Dog,Wandering
Dog,Wandering,North Ward,2020.2,Dog,Wandering
Dog,Wandering,Pallarenda,2020.2,Dog,Wandering
Dog,Wandering,Pallarenda,2020.2,Dog,Wandering
Dog,Wandering,Pallarenda,2020.2,Dog,Wandering
Dog,Enclosure,South Townsville,2020.2,Dog,Enclosure
Dog,Wandering,South Townsville,2020.2,Dog,Wandering
Dog,Wandering,South Townsville,2020.2,Dog,Wandering
Dog,Enclosure,Townsville City,2020.2,Dog,Enclosure
Dog,Noise,Townsville City,2020.2,Dog,Noise
Dog,Private Impound,Townsville City,2020.2,Dog,Private Impound
Dog,Aggressive Animal,Condon,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Condon,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Condon,2020.2,Dog,Aggressive Animal
Dog,Attack,Condon,2020.2,Dog,Attack
Dog,Attack,Condon,2020.2,Dog,Attack
Dog,Enclosure,Condon,2020.2,Dog,Enclosure
Dog,Enclosure,Condon,2020.2,Dog,Enclosure
Dog,Enclosure,Condon,2020.2,Dog,Enclosure
Dog,Enclosure,Condon,2020.2,Dog,Enclosure
Dog,Noise,Condon,2020.2,Dog,Noise
Dog,Noise,Condon,2020.2,Dog,Noise
Cat,Private Impound,Condon,2020.2,Cat,Private Impound
Dog,Private Impound,Condon,2020.2,Dog,Private Impound
Dog,Private Impound,Condon,2020.2,Dog,Private Impound
Dog,Private Impound,Condon,2020.2,Dog,Private Impound
Dog,Aggressive Animal,Kelso,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2020.2,Dog,Aggressive Animal
Dog,Attack,Kelso,2020.2,Dog,Attack
Dog,Attack,Kelso,2020.2,Dog,Attack
Dog,Attack,Kelso,2020.2,Dog,Attack
Dog,Attack,Kelso,2020.2,Dog,Attack
Cat,Enclosure,Kelso,2020.2,Cat,Enclosure
Dog,Enclosure,Kelso,2020.2,Dog,Enclosure
Dog,Enclosure,Kelso,2020.2,Dog,Enclosure
Dog,Enclosure,Kelso,2020.2,Dog,Enclosure
Dog,Enclosure,Kelso,2020.2,Dog,Enclosure
Dog,Enclosure,Kelso,2020.2,Dog,Enclosure
Dog,Enclosure,Kelso,2020.2,Dog,Enclosure
Dog,Enclosure,Kelso,2020.2,Dog,Enclosure
Dog,Enclosure,Kelso,2020.2,Dog,Enclosure
Dog,Noise,Kelso,2020.2,Dog,Noise
Dog,Noise,Kelso,2020.2,Dog,Noise
Dog,Noise,Kelso,2020.2,Dog,Noise
Dog,Noise,Kelso,2020.2,Dog,Noise
Dog,Noise,Kelso,2020.2,Dog,Noise
Dog,Noise,Kelso,2020.2,Dog,Noise
Dog,Noise,Kelso,2020.2,Dog,Noise
Dog,Noise,Kelso,2020.2,Dog,Noise
Dog,Noise,Kelso,2020.2,Dog,Noise
Dog,Noise,Kelso,2020.2,Dog,Noise
Dog,Noise,Kelso,2020.2,Dog,Noise
Dog,Noise,Kelso,2020.2,Dog,Noise
Dog,Noise,Kelso,2020.2,Dog,Noise
Cat,Private Impound,Kelso,2020.2,Cat,Private Impound
Dog,Private Impound,Kelso,2020.2,Dog,Private Impound
Dog,Private Impound,Kelso,2020.2,Dog,Private Impound
Dog,Private Impound,Kelso,2020.2,Dog,Private Impound
Dog,Private Impound,Kelso,2020.2,Dog,Private Impound
Dog,Private Impound,Kelso,2020.2,Dog,Private Impound
Dog,Wandering,Kelso,2020.2,Dog,Wandering
Dog,Wandering,Kelso,2020.2,Dog,Wandering
Dog,Wandering,Kelso,2020.2,Dog,Wandering
Dog,Wandering,Kelso,2020.2,Dog,Wandering
Dog,Wandering,Kelso,2020.2,Dog,Wandering
Dog,Wandering,Kelso,2020.2,Dog,Wandering
Dog,Wandering,Kelso,2020.2,Dog,Wandering
Dog,Enclosure,Rasmussen,2020.2,Dog,Enclosure
Dog,Enclosure,Rasmussen,2020.2,Dog,Enclosure
Dog,Enclosure,Rasmussen,2020.2,Dog,Enclosure
Dog,Enclosure,Rasmussen,2020.2,Dog,Enclosure
Dog,Enclosure,Rasmussen,2020.2,Dog,Enclosure
Dog,Enclosure,Rasmussen,2020.2,Dog,Enclosure
Dog,Noise,Rasmussen,2020.2,Dog,Noise
Cat,Private Impound,Rasmussen,2020.2,Cat,Private Impound
Dog,Private Impound,Rasmussen,2020.2,Dog,Private Impound
Dog,Private Impound,Rasmussen,2020.2,Dog,Private Impound
Dog,Wandering,Rasmussen,2020.2,Dog,Wandering
Dog,Wandering,Rasmussen,2020.2,Dog,Wandering
Dog,Wandering,Rasmussen,2020.2,Dog,Wandering
Dog,Wandering,Rasmussen,2020.2,Dog,Wandering
Dog,Attack,Cranbrook,2020.2,Dog,Attack
Dog,Attack,Cranbrook,2020.2,Dog,Attack
Dog,Enclosure,Cranbrook,2020.2,Dog,Enclosure
Dog,Enclosure,Cranbrook,2020.2,Dog,Enclosure
Dog,Enclosure,Cranbrook,2020.2,Dog,Enclosure
Dog,Noise,Cranbrook,2020.2,Dog,Noise
Dog,Noise,Cranbrook,2020.2,Dog,Noise
Dog,Wandering,Cranbrook,2020.2,Dog,Wandering
Dog,Aggressive Animal,Kirwan,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Kirwan,2020.2,Dog,Aggressive Animal
Dog,Enclosure,Kirwan,2020.2,Dog,Enclosure
Dog,Enclosure,Kirwan,2020.2,Dog,Enclosure
Dog,Enclosure,Kirwan,2020.2,Dog,Enclosure
Dog,Enclosure,Kirwan,2020.2,Dog,Enclosure
Dog,Enclosure,Kirwan,2020.2,Dog,Enclosure
Dog,Enclosure,Kirwan,2020.2,Dog,Enclosure
Dog,Noise,Kirwan,2020.2,Dog,Noise
Dog,Noise,Kirwan,2020.2,Dog,Noise
Dog,Noise,Kirwan,2020.2,Dog,Noise
Dog,Noise,Kirwan,2020.2,Dog,Noise
Dog,Noise,Kirwan,2020.2,Dog,Noise
Dog,Noise,Kirwan,2020.2,Dog,Noise
Dog,Noise,Kirwan,2020.2,Dog,Noise
Dog,Noise,Kirwan,2020.2,Dog,Noise
Dog,Noise,Kirwan,2020.2,Dog,Noise
Dog,Noise,Kirwan,2020.2,Dog,Noise
Dog,Noise,Kirwan,2020.2,Dog,Noise
Dog,Private Impound,Kirwan,2020.2,Dog,Private Impound
Dog,Private Impound,Kirwan,2020.2,Dog,Private Impound
Dog,Private Impound,Kirwan,2020.2,Dog,Private Impound
Dog,Private Impound,Kirwan,2020.2,Dog,Private Impound
Dog,Wandering,Kirwan,2020.2,Dog,Wandering
Dog,Noise,Mount Louisa,2020.2,Dog,Noise
Dog,Noise,Mount Louisa,2020.2,Dog,Noise
Dog,Noise,Mount Louisa,2020.2,Dog,Noise
Dog,Private Impound,Mount Louisa,2020.2,Dog,Private Impound
Dog,Enclosure,Thuringowa Central,2020.2,Dog,Enclosure
Dog,Enclosure,Thuringowa Central,2020.2,Dog,Enclosure
Dog,Noise,Thuringowa Central,2020.2,Dog,Noise
Dog,Noise,Thuringowa Central,2020.2,Dog,Noise
Dog,Noise,Thuringowa Central,2020.2,Dog,Noise
Cat,Private Impound,Thuringowa Central,2020.2,Cat,Private Impound
Dog,Private Impound,Thuringowa Central,2020.2,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2020.2,Dog,Private Impound
Dog,Wandering,Thuringowa Central,2020.2,Dog,Wandering
Dog,Aggressive Animal,Annandale,2020.2,Dog,Aggressive Animal
Dog,Aggressive Animal,Annandale,2020.2,Dog,Aggressive Animal
Dog,Attack,Annandale,2020.2,Dog,Attack
Dog,Attack,Annandale,2020.2,Dog,Attack
Dog,Noise,Annandale,2020.2,Dog,Noise
Dog,Private Impound,Annandale,2020.2,Dog,Private Impound
Dog,Aggressive Animal,Condon,2020.2,Dog,Aggressive Animal
